Country Name,Country Code,Series Name,Series Code,2022 [YR2022],,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Patent applications, residents",IP.PAT.RESD,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0742535442113876,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,87.2627705998117,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,RQ.EST,-1.49326610565186,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.40625643730164,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1.76530985161837,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Tree Cover Loss (hectares),AG.LND.FRLS.HA,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.689,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Voice and Accountability: Estimate,VA.EST,-1.66811335086823,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Coastal protection,EN.CLC.CSTP.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Control of Corruption: Estimate,CC.EST,-1.282102227211,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Cooling Degree Days,EN.CLC.CDDY.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Gini index,SI.POV.GINI,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Government Effectiveness: Estimate,GE.EST,-1.73040449619293,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Heat Index 35,EN.CLC.HEAT.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Heating Degree Days,EN.CLC.HDDY.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by lowest 20%,SI.DST.FRST.20,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Land Surface Temperature,EN.LND.LTMP.DC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Mammal species, threatened",EN.MAM.THRD.NO,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Net migration,SM.POP.NETM,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Patent applications, residents",IP.PAT.RESD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.970292985439301,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,83.7621072525396,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Regulatory Quality: Estimate,RQ.EST,-2.36939263343811,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-1.7713862657547,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Tree Cover Loss (hectares),AG.LND.FRLS.HA,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.618,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Voice and Accountability: Estimate,VA.EST,-1.8799307346344,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.51573755901403,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Coastal protection,EN.CLC.CSTP.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Control of Corruption: Estimate,CC.EST,1.54468286037445,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Cooling Degree Days,EN.CLC.CDDY.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.28741134050431,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Gini index,SI.POV.GINI,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.34313404560089,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Heat Index 35,EN.CLC.HEAT.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Heating Degree Days,EN.CLC.HDDY.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Income share held by lowest 20%,SI.DST.FRST.20,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.02128973,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Land Surface Temperature,EN.LND.LTMP.DC,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Mammal species, threatened",EN.MAM.THRD.NO,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Net migration,SM.POP.NETM,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Patent applications, residents",IP.PAT.RESD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.0193826204319,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,90.4208196673259,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.723720729351044,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,25.7425742574257,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,84.9417578538652,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,1.5589644908905,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Rule of Law: Estimate,RL.EST,1.42638909816742,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,20.2401796395381,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Tree Cover Loss (hectares),AG.LND.FRLS.HA,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.851,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Voice and Accountability: Estimate,VA.EST,1.19773054122925,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Coastal protection,EN.CLC.CSTP.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Control of Corruption: Estimate,CC.EST,-0.668882489204407,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Cooling Degree Days,EN.CLC.CDDY.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.91454097653912,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Gini index,SI.POV.GINI,..,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.686120450496674,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,15.0532388687134,,,,,,,,,,,,,,,,,,,,,,,,
